modelo,conjunto,R2,RMSE,MAE
SVR,train,-0.0038100429149530157,0.8094643292333308,0.218939212696917
SVR,test,-0.2198582111400218,1.9001260586541802,0.9080240975453865
GBR,train,0.3023096526101906,0.6748438656063394,0.28326427094198275
GBR,test,-0.19524572540913177,1.8808594204551168,1.050238889316029
RFR,train,0.5067457595322746,0.567423555807471,0.23254822549518728
RFR,test,-0.18726286679857096,1.8745679154247235,1.1037639394331151
